39.544;39.544;39.544;39.544;39.544;39.544;39.544
39.684;39.684;39.684;39.684;39.684;39.684;39.684
35.783;35.783;35.783;35.783;35.783;35.783;35.783
30.966;30.966;30.966;30.966;30.966;30.966;30.966
28.811;28.811;28.811;28.811;28.811;28.811;28.811
27.849;27.849;27.849;27.849;27.849;27.849;27.849
27.021;27.021;27.021;27.021;27.021;27.021;27.021
26.197;26.197;26.197;26.197;26.197;26.197;26.197
25.387;25.387;25.387;25.387;25.387;25.387;25.387
24.603;24.603;24.603;24.603;24.603;24.603;24.603
23.841;23.841;23.841;23.841;23.841;23.841;23.841
23.103;23.103;23.103;23.103;23.103;23.103;23.103
22.389;22.389;22.389;22.389;22.389;22.389;22.389
21.7;21.7;21.7;21.7;21.7;21.7;21.7
21.038;21.038;21.038;21.038;21.038;21.038;21.038
20.401;20.401;20.401;20.401;20.401;20.401;20.401
19.79;19.79;19.79;19.79;19.79;19.79;19.79
19.202;19.202;19.202;19.202;19.202;19.202;19.202
18.563;18.563;18.563;18.563;18.563;18.563;18.563
17.992;17.992;17.992;17.992;17.992;17.992;17.992
17.805;17.805;17.805;17.805;17.805;17.805;17.805
17.72;17.72;17.72;17.72;17.72;17.72;17.72
17.196;17.196;17.196;17.196;17.196;17.196;17.196
16.423;16.423;16.423;16.423;16.423;16.423;16.423
15.865;15.865;15.865;15.865;15.865;15.865;15.865
15.454;15.454;15.454;15.454;15.454;15.454;15.454
15.151;15.151;15.151;15.151;15.151;15.151;15.151
14.837;14.837;14.837;14.837;14.837;14.837;14.837
14.516;14.516;14.516;14.516;14.516;14.516;14.516
14.379;14.379;14.379;14.379;14.379;14.379;14.379
14.02;14.02;14.02;14.02;14.02;14.02;14.02
13.56;13.56;13.56;13.56;13.56;13.56;13.56
13.318;13.318;13.318;13.318;13.318;13.318;13.318
12.97;12.97;12.97;12.97;12.97;12.97;12.97
12.528;12.528;12.528;12.528;12.528;12.528;12.528
12.218;12.218;12.218;12.218;12.218;12.218;12.218
11.989;11.989;11.989;11.989;11.989;11.989;11.989
11.756;11.756;11.756;11.756;11.756;11.756;11.756
11.521;11.521;11.521;11.521;11.521;11.521;11.521
11.292;11.292;11.292;11.292;11.292;11.292;11.292
10.981;10.981;10.981;10.981;10.981;10.981;10.981
9.7193;9.7193;9.7193;9.7193;9.7193;9.7193;9.7193
8.5993;8.5993;8.5993;8.5993;8.5993;8.5993;8.5993
9.9281;9.9281;9.9281;9.9281;9.9281;9.9281;9.9281
13.977;13.977;13.977;13.977;13.977;13.977;13.977
20.765;20.765;20.765;20.765;20.765;20.765;20.765
27.067;27.067;27.067;27.067;27.067;27.067;27.067
26.936;26.936;26.936;26.936;26.936;26.936;26.936
18.462;18.462;18.462;18.462;18.462;18.462;18.462
11.456;11.456;11.456;11.456;11.456;11.456;11.456
10.703;10.703;10.703;10.703;10.703;10.703;10.703
10.755;10.755;10.755;10.755;10.755;10.755;10.755
10.565;10.565;10.565;10.565;10.565;10.565;10.565
10.252;10.252;10.252;10.252;10.252;10.252;10.252
10.446;10.446;10.446;10.446;10.446;10.446;10.446
10.786;10.786;10.786;10.786;10.786;10.786;10.786
10.422;10.422;10.422;10.422;10.422;10.422;10.422
9.4485;9.4485;9.4485;9.4485;9.4485;9.4485;9.4485
9.5839;9.5839;9.5839;9.5839;9.5839;9.5839;9.5839
10.978;10.978;10.978;10.978;10.978;10.978;10.978
13.335;13.335;13.335;13.335;13.335;13.335;13.335
15.797;15.797;15.797;15.797;15.797;15.797;15.797
17.19;17.19;17.19;17.19;17.19;17.19;17.19
14.633;14.633;14.633;14.633;14.633;14.633;14.633
11.667;11.667;11.667;11.667;11.667;11.667;11.667
10.913;10.913;10.913;10.913;10.913;10.913;10.913
10.385;10.385;10.385;10.385;10.385;10.385;10.385
10.283;10.283;10.283;10.283;10.283;10.283;10.283
10.151;10.151;10.151;10.151;10.151;10.151;10.151
10.71;10.71;10.71;10.71;10.71;10.71;10.71
12.287;12.287;12.287;12.287;12.287;12.287;12.287
13.491;13.491;13.491;13.491;13.491;13.491;13.491
12.378;12.378;12.378;12.378;12.378;12.378;12.378
10.904;10.904;10.904;10.904;10.904;10.904;10.904
10.978;10.978;10.978;10.978;10.978;10.978;10.978
11.672;11.672;11.672;11.672;11.672;11.672;11.672
9.8531;9.8531;9.8531;9.8531;9.8531;9.8531;9.8531
13.279;13.279;13.279;13.279;13.279;13.279;13.279
22.464;22.464;22.464;22.464;22.464;22.464;22.464
34.228;34.228;34.228;34.228;34.228;34.228;34.228
41.791;41.791;41.791;41.791;41.791;41.791;41.791
40.161;40.161;40.161;40.161;40.161;40.161;40.161
29.307;29.307;29.307;29.307;29.307;29.307;29.307
19.677;19.677;19.677;19.677;19.677;19.677;19.677
18.775;18.775;18.775;18.775;18.775;18.775;18.775
19.351;19.351;19.351;19.351;19.351;19.351;19.351
19.456;19.456;19.456;19.456;19.456;19.456;19.456
22.907;22.907;22.907;22.907;22.907;22.907;22.907
28.992;28.992;28.992;28.992;28.992;28.992;28.992
37.446;37.446;37.446;37.446;37.446;37.446;37.446
45.355;45.355;45.355;45.355;45.355;45.355;45.355
47.832;47.832;47.832;47.832;47.832;47.832;47.832
36.118;36.118;36.118;36.118;36.118;36.118;36.118
25.701;25.701;25.701;25.701;25.701;25.701;25.701
24.525;24.525;24.525;24.525;24.525;24.525;24.525
25.22;25.22;25.22;25.22;25.22;25.22;25.22
25.33;25.33;25.33;25.33;25.33;25.33;25.33
24.809;24.809;24.809;24.809;24.809;24.809;24.809
24.166;24.166;24.166;24.166;24.166;24.166;24.166
25.128;25.128;25.128;25.128;25.128;25.128;25.128
27.82;27.82;27.82;27.82;27.82;27.82;27.82
31.791;31.791;31.791;31.791;31.791;31.791;31.791
36.429;36.429;36.429;36.429;36.429;36.429;36.429
38.726;38.726;38.726;38.726;38.726;38.726;38.726
37.231;37.231;37.231;37.231;37.231;37.231;37.231
35.706;35.706;35.706;35.706;35.706;35.706;35.706
34.105;34.105;34.105;34.105;34.105;34.105;34.105
31.664;31.664;31.664;31.664;31.664;31.664;31.664
30.491;30.491;30.491;30.491;30.491;30.491;30.491
28.751;28.751;28.751;28.751;28.751;28.751;28.751
26.32;26.32;26.32;26.32;26.32;26.32;26.32
25.889;25.889;25.889;25.889;25.889;25.889;25.889
25.879;25.879;25.879;25.879;25.879;25.879;25.879
25.954;25.954;25.954;25.954;25.954;25.954;25.954
26.236;26.236;26.236;26.236;26.236;26.236;26.236
25.786;25.786;25.786;25.786;25.786;25.786;25.786
26.15;26.15;26.15;26.15;26.15;26.15;26.15
27.589;27.589;27.589;27.589;27.589;27.589;27.589
28.9;28.9;28.9;28.9;28.9;28.9;28.9
31.219;31.219;31.219;31.219;31.219;31.219;31.219
33.788;33.788;33.788;33.788;33.788;33.788;33.788
29.3;29.3;29.3;29.3;29.3;29.3;29.3
20.269;20.269;20.269;20.269;20.269;20.269;20.269
17.604;17.604;17.604;17.604;17.604;17.604;17.604
20.724;20.724;20.724;20.724;20.724;20.724;20.724
30.428;30.428;30.428;30.428;30.428;30.428;30.428
52.918;52.918;52.918;52.918;52.918;52.918;52.918
83.554;83.554;83.554;83.554;83.554;83.554;83.554
109.79;109.79;109.79;109.79;109.79;109.79;109.79
124.51;124.51;124.51;124.51;124.51;124.51;124.51
134.31;134.31;134.31;134.31;134.31;134.31;134.31
140.87;140.87;140.87;140.87;140.87;140.87;140.87
